sleep_hours,meal_quality,screen_time,physical_activity,steps,mood,stress_level
6.605619832565118,2.003111369530826,8.808727631074065,1.2505638120324938,2941.8812190955787,5.179942130038464,2
4.364590119771263,4.45044877559126,7.834033145263437,1.5269721689584843,2230.1404282933745,3.5713454730834666,2
7.380968640717142,6.755345296688583,1.2212797510957214,6.496044311489183,10981.548484531086,7.944415329089545,0
7.859965899661105,7.2858517826818625,5.285953386897536,3.9413105807674835,5951.214144708691,6.477512459936171,1
7.4252446229980515,7.786552848288153,3.3109075655980047,6.475356216949552,11286.489434803028,7.840061470036573,0
5.568273377152784,5.803656853447006,7.500054776891317,0.005751600483717034,4251.291572794452,5.197168027247853,2
8.868629059951477,8.097983153470896,3.3080505395041024,4.608351432578209,10403.690411867661,7.656807724502589,0
5.720996952905636,3.8457765063284137,11.390905138709995,1.204515947495301,3617.823464856618,3.4346070297145985,2
5.889371116657134,6.045525402537122,6.024993489216604,2.7906861804206384,9109.467071649018,8.836646993543233,1
5.43600577522258,5.512607411570085,7.588951173476452,2.3628684188073747,2626.6652498802837,4.0502276991656805,2
6.663732832143474,4.866291751837624,7.881087549709019,3.131349830664872,5671.090905603463,3.4987658922097875,2
7.797945478885472,6.7522168180351505,4.632411303931635,3.5698586220393675,9339.933269954525,8.130740577286092,0
8.285612388772037,7.307090404739346,3.8995998754332506,5.307299520876609,11219.29317825844,8.629628841923612,0
4.884890306076761,4.084896805143395,8.333730737181709,1.1025991177152896,3849.7039429931715,4.068072269248621,2
8.53030501493393,9.173473857485325,3.1810215587037067,3.7031680520441537,10599.531927628963,7.348643106208171,0
8.4182683904284,7.426299996061421,2.9756454077390173,7.142270358611864,12591.314755151066,8.436323669674032,0
6.878777519228183,5.678830690921448,6.27015616282474,0.8727725796485046,7351.3585496380965,5.276615213059246,1
6.009129915709765,6.235489128800064,5.818680070298534,0.8284285952395525,7487.830197582374,6.189707070387821,1
6.288075724852377,4.517410799115185,5.145796305954306,3.003470688605872,6096.500940178222,4.538434957216452,2
5.503426098842892,6.065920933199818,3.9356302178762412,1.7414950893246655,7174.474424363444,5.629820653853017,1
6.619354616967523,7.322435347664345,4.1941094030473725,4.018834468860319,9303.39360653592,8.462060893251897,0
6.619490785816951,6.436968355265593,5.010767700361913,0.9135223416289153,7740.73443596022,8.65503724727669,1
7.669756750974109,6.538362917417433,6.442980783607761,2.762988029987372,8624.850359135566,6.335121405859831,1
8.212289879519703,7.417241342388418,0.5611828417235709,4.865720837813696,12134.12220414991,8.926215402241592,0
10.058687842599888,8.059218434014488,3.0139292919129463,4.975874912889997,10297.127141151783,7.855639588076057,0
6.302516080793124,7.392178012905568,4.296994546561109,4.977131937701118,8501.046651557634,7.4952250787717825,0
5.739271416250214,6.382225205758649,3.512455004839534,2.367119725115208,7783.992460938562,6.356693128056149,1
6.014116453430231,5.907334745732346,5.6387654879447435,3.418205755887972,4835.982368927396,7.276729185073028,1
7.917396191880762,6.356811188845833,2.824145595567929,6.661470165728018,10031.329732443943,8.230700905718683,0
7.49166720515325,5.524524386277888,6.602569000541024,3.604120889588518,10955.458128157185,4.224666932232331,1
8.559062736162028,8.42097294438939,3.4920188479927994,4.47396515733242,6769.985620193133,9.097152711753695,0
3.192958605068184,4.17018563919625,6.930608174100486,2.091281193781216,5092.825029330703,3.072446669188272,2
6.568888694607183,5.103692057915799,6.485249358438933,2.7828689250537977,8289.80502550846,5.42710715256864,1
6.721280612408944,7.434576780990575,4.105056412082405,5.097939339132431,6711.553599021923,6.038888416008163,1
7.744121981396125,8.15175799224874,2.164857098369977,7.089538721694773,7588.508459322912,8.184740578895724,0
5.834436066004439,5.234060728165807,3.7769365575258185,1.933765068100775,10687.157104525442,7.597606874386083,1
5.75966029915233,6.306460506809181,3.656980516455464,2.5918991608397794,6006.276907814657,6.781363490188388,1
9.64859833990559,9.755340842443204,2.7510358515209266,5.971570950954355,10968.06392437772,9.368631557532348,0
5.9757699818029355,7.713995778119889,4.100959634998571,6.958347454220593,8155.675608321375,8.496699223236522,0
7.307577430876775,4.986070273687805,2.751476059312398,2.908155235665045,7368.8470068342285,6.657983553065399,1
3.058141340620594,4.495435039595041,4.614787253979554,1.46827912199835,3645.7866095558,4.809264698241986,2
7.792326918909116,6.496857046881894,2.754256935914056,4.72727643025233,5954.670035587642,7.945705133482188,0
6.106231558859969,4.740838433146654,7.385880131667252,1.7244182329980378,3875.87601956454,4.337766099054601,2
8.350780591047782,8.01961665769399,3.67286123596682,5.591814133741378,9468.938933588464,7.426398227103099,0
4.9745058714148005,4.239409431435772,7.087555436226843,1.5169128550104363,4485.191109735443,1.914207561094996,2
7.473506808739795,7.696273971223335,1.654129076526785,4.180742140278502,9285.66868968301,8.874389180712727,0
8.017972714249638,8.54711911517521,1.8191871846911551,6.114321694668872,11073.071973161866,8.718185725707935,0
8.650813773895736,6.769135683566045,3.2274599346041293,6.307142754282428,7588.775148158158,8.184633858532305,0
8.355055542516983,8.774634053429336,2.073069528421917,4.9404746439382,5138.098989896391,6.97561235866571,0
9.031802203266196,8.673181351269958,2.861544016016226,3.775701763710634,9686.465114070963,7.1494795457907,0
7.504322887567917,7.135043572420974,3.6491144711959076,1.867215048732255,8025.555324579507,4.986811155380314,1
5.4416625641860605,2.779523970227726,5.743891412026763,0.3144887082991352,2864.06283170359,4.178529169720478,2
8.575806353718546,6.706727042128836,2.043563623181991,5.472406277880378,12226.174042803948,8.35561334878566,0
6.732877741211421,8.760414656144297,3.785800158650832,5.425457561784965,8549.53578530618,7.9522886438580205,0
5.473145453267787,3.656506274352519,6.64328944386109,2.3731450299298533,5781.034244634003,2.920467147833961,2
8.951130697179714,8.708303847201064,3.351448207541583,6.070150238316428,9960.21811112641,7.118125348772282,0
6.1809899053056725,4.983929475644606,5.54994716394601,1.3631486898234928,5154.376085784856,1.6859559339998946,2
5.5009173290858575,3.321210873267869,9.40803394354271,2.9791490753903123,2642.8700024925492,3.0676287568180127,2
4.678840961294298,2.597249151876489,8.71010176974274,1.3303278931079683,4911.919359343057,4.446536506940712,2
8.988625753457724,6.928946320350951,3.6802161054504494,6.192507512477975,7332.118623990225,8.319651825918978,0
8.800465854434382,7.329379790923355,4.392465300064329,4.749953485401047,10433.040443919786,8.26032183877122,0
7.555840378645441,9.88115706944059,1.551986099583756,2.801194043379918,10660.02167508,7.497945775647389,0
8.446661530017378,8.076005391412412,3.538755992446369,4.079326406920634,10254.041236054118,6.58628550309502,0
8.400733750099505,7.022444755201449,3.099332305429226,5.751387123371789,7495.892078317942,8.543360192379936,0
8.839642172255468,7.464764788439432,4.317394065634326,5.1975996046924,13112.891308937898,7.310812181910432,0
6.3680793504886015,4.651081666073951,8.276686147570357,2.9790847348340748,5506.933331217538,3.4077591551871853,2
9.02213191663074,7.40842861116417,3.5470973811700377,4.797807347566106,9673.47819515917,9.09877685198719,0
6.145564783097214,5.424608439120908,5.4448633177111425,3.4631847952675847,7795.9383984468095,6.373570408131462,1
5.534382681714227,4.709625128340915,7.514589540812304,2.054493120057269,5769.974234106061,7.364777450837675,1
7.297256408463558,5.440205544926163,5.960719692801236,2.8094968940021885,7986.085542332341,4.622770332221199,1
5.231213350209633,3.744090737833146,7.806447763057673,3.3896141773709036,6197.560902185451,6.641554903346922,1
7.8505026846709125,7.560268941725825,4.446977884353733,5.196554776511575,11547.766809202953,6.5144396269630285,0
5.5896392313574,1.3178063243460616,9.049584117781658,1.4098106362521272,6029.851620129764,4.741073780682286,2
7.195186094800238,6.785811387212268,4.158110873500068,5.791662693962936,10936.179725578233,8.62834550926428,0
7.575599081911578,7.42418175935532,2.724948302848356,2.698078835264415,7727.213406702172,9.366874267444524,0
6.79768437808549,6.466991034801515,4.920319020473682,4.223568882418627,9144.703850716325,5.249187255004545,1
8.886546253390014,6.960094072874469,3.6127739050625696,3.9465844368263436,9064.346558956293,9.914031353866786,0
7.339602242565991,7.678614158347006,3.412931454275624,4.436275447196025,8766.669406650353,8.243687211491912,0
4.869074194873874,5.853887739922605,5.686236390257335,1.3553602760926362,6515.411880254023,3.9556385444884383,2
6.0287689914234805,5.102022054202546,7.372487713773824,2.062494188188813,5600.353783290163,4.201652905129254,2
6.560255529530931,2.158076504540536,5.026838039425232,3.0475552811221185,4584.665966346794,3.328279210741923,2
8.868716452665263,8.474698232879954,2.9749730412548563,5.817766299200287,12085.31132352597,8.557810306351863,0
5.743651775540173,4.25414800336234,7.047093798299165,3.2860626451196087,4969.159163974239,4.289183673118726,2
8.748542714517969,9.27155509499416,3.721672064043235,3.870948228782771,9213.21960058034,8.489374561227917,0
5.997812875132396,5.6543533512935085,7.127797017722055,0.5121913434649206,9415.448079132282,6.40562817732205,1
5.534207862374675,3.627909714141577,8.561431260696684,0.9877932727318279,5720.880137641569,3.127011033110647,2
3.518419228448632,2.8926362700506925,7.202785511481078,1.7390130364469123,2981.9967688771376,3.718835957535443,2
7.861898160047344,8.883659937486673,3.6523228784134196,3.4236078430157506,12214.810524588844,9.380091354147451,0
6.868603219163003,4.541769048599798,5.796700887947232,1.0822723911906307,6634.857438636245,3.4288160259158134,2
6.926687395764359,7.007362205422085,6.827292067631384,4.057368305378225,8808.295500109467,5.621895922567069,1
6.687219563482518,5.701765658310661,6.800797487710809,3.140359869848047,4549.395444619271,4.659376245951597,1
6.473109948237029,6.5456890945693615,4.225355534168642,2.803533416571903,7191.210853679489,5.104105984151714,1
8.265584264455212,8.190499679779066,3.7094518171390396,4.564513629430157,10769.658697264123,7.740453322416083,0
8.626712407426076,7.748461113955504,2.4024898053083583,6.422369861698508,12608.349495696368,8.978858050781795,0
7.2020139246596155,4.072689541657134,7.164357370116787,1.6668492534015795,5002.965267133716,5.532873355636312,2
8.235949270464435,4.291580835739293,2.222235902638012,3.7835896647986065,6482.035408058845,5.6181149667088555,1
5.7381468954089625,5.187605833849762,3.841010832093764,3.83019181186261,8850.597882592596,6.54147038318221,1
5.976040719355947,6.179383712366811,6.057018542388144,1.7779891049118133,3445.5361289393445,3.7965388589196953,2
7.476739453498061,6.169367103143543,3.5112025995249807,6.373658545162957,9793.827228058462,8.952874547202939,0
9.33237955557006,9.01437006501813,1.1591257686683547,3.7204230332642982,9062.772133456481,8.026091050210834,0
6.896959349890653,5.3576199449188096,5.767249363042792,4.93515404006023,8723.251533666395,5.942293791203073,1
7.9604290322780535,8.674819492166604,1.8772779784377014,5.3824097461840505,10249.678312319584,8.49245126400815,0
5.965323844122558,5.926709194377149,3.412339049537521,0.5019389825070606,7800.689447120593,6.7306864275055585,1
7.482741692605979,6.918451996385605,4.687141635072565,5.8816397569494505,9988.041038025074,9.479944138890026,0
3.7831032896598327,6.136051816246008,6.092265646591004,2.728334799748456,7360.60132483266,4.456688010730399,2
6.0575281464686945,6.835036606912542,6.760163414948668,2.7274552786381907,6989.101939635208,6.6001716397366605,1
4.190275164232716,4.725360405651027,5.819238895019506,2.162687567999014,6022.615113222712,4.9625028858001015,2
5.319965191145163,2.811667919384197,6.337226609138765,2.0887091062627343,7556.888139946066,2.8918875417411307,2
5.769031655442276,3.867133126032456,6.992340051959163,2.3190110115398515,6177.777623465565,2.2223190376297985,2
4.831615077527148,4.108785005019781,7.585549291593064,1.8768758184202499,4519.422410844809,2.2206010694927794,2
9.13568240361091,7.399576434261295,1.1334600486393838,6.007513689836922,8973.055261359994,8.79062559916277,0
4.228259185403218,3.9024457838185898,6.231198834030175,1.3587779279163668,4479.220257331606,4.770802219987971,2
7.18301374629543,8.708356447299353,3.243800713771199,4.435921369263272,8079.543401993658,8.872457328280145,0
4.3988734473311535,5.899099824306267,4.499854889816204,0.8041950828402846,5204.896093383129,4.025385277972272,2
6.897498872406078,7.28372574598062,3.200453707452038,0.6838561370311234,8787.021292953217,5.006164472441719,1
4.91291527385685,6.755849459305209,7.781134180538067,1.7377548320987817,2860.972824319322,4.393873218164743,2
7.535581240156222,8.588578404420609,4.669904504351406,5.394671529822981,8206.175406947223,8.44460266822014,0
7.963531186915602,8.243339449322692,2.7587639421436703,5.352055396514297,8122.690863714334,9.443764604073259,0
6.758548385966565,7.540580231824274,6.9424783772254335,3.5442203523403473,8768.704308844392,6.616875062909731,1
7.488830601848398,6.676910206592502,4.642015160136369,6.009817089342635,8967.774482233413,10.252435805344309,0
6.202144757649662,6.524775824446753,5.277763305244871,3.4254448641841724,7833.434783701281,7.534638975976072,1
4.429685932213534,3.0850701427645824,7.050854085523507,1.0476738114604078,6388.962651071925,3.908924139646973,2
4.852659773378494,5.656710507666685,7.374176418895108,2.3193825543514617,8738.27599790103,3.7248785717449535,2
5.364561477355457,3.683791828382459,5.073419445891229,3.1807033204031727,5737.168266341603,3.7709189690782905,2
5.429115360221401,6.831502347637933,4.09120876886166,4.7193779062072965,10488.773029752178,5.080012094659983,1
6.753194802065585,4.061816864162144,5.739260521739963,2.5497907603162306,4346.315405564546,3.1585504858709914,2
8.416897942703471,8.645215585950057,3.5556044660034485,5.089580681255248,9703.992369539012,7.848726716346488,0
7.498426353769786,9.812448557996928,3.7077519354554753,4.437533224105732,10948.611608583282,8.97255444962673,0
6.153780893129289,6.952582160572579,4.55393588113534,2.753616597485452,8979.564758858905,5.145632127289293,1
6.379743631782502,5.6079645441763635,3.436133457994136,1.82776624656336,8196.554795319862,5.339337681949814,1
7.150085177482496,8.428307097207648,2.812855734995451,5.985729995679863,11781.079077347127,10.589563642018614,0
4.271040749966838,4.273182842781031,7.2704423207551665,1.3481054808725248,2785.606183997331,5.805574432686815,2
8.77556576042139,8.427194361871685,2.353772690156197,6.775310892609512,8209.54475236528,8.919154173610002,0
8.960331126355541,7.343105721028604,1.9530890173180604,5.536652752527286,11778.556231994495,8.718953310665066,0
5.91987151595443,5.722707888107879,6.1086836914275,1.5070852335608453,3439.70193356679,4.698815670280476,2
4.885209708489089,6.174076495151258,6.189763532328016,2.8779428678787227,6813.227420726266,5.808765321424912,1
5.920807734605913,5.765531578587571,4.322075942132184,2.2106614942803255,7489.432521779168,5.741268505718373,1
6.927853869076728,7.474776602986874,4.044038379456808,3.458386703551484,4369.459472096897,5.29845872321136,1
7.497513372427775,5.925595188760762,6.4271739155871295,2.6334929796319484,4944.192619759922,4.890640814244534,1
4.027235483239999,4.9879464410672085,6.741056298563748,2.5109417119042408,4904.639691220817,2.549072108888776,2
4.730048103174836,2.647858868177104,9.391266934306017,2.0828305231593403,7146.728176642611,3.7399637498195553,2
6.582750503446485,8.450491248172494,5.416037692947014,2.9777210208162868,7983.123466150479,5.986689595261677,1
7.496589285045769,9.5337277099165,2.464198536947702,3.2926420424070533,8325.21334007701,9.235811620006938,0
6.193746248309625,5.8515252644701965,4.403480459578094,1.8159694417774406,6900.151406803295,6.323153703096881,1
7.808053115622016,7.574032139127193,3.3617876098569006,2.746323922457619,6982.252941825305,6.587105442091593,1
8.325321469231074,5.258829987679564,2.6974396287014604,1.1199899660922363,8569.068043291996,3.7402197503296994,1
5.7207025230269055,6.84411350014477,3.038945326653554,1.4021278655051623,6554.962530699158,6.878346603011815,1
4.837750544115043,5.615642634556029,7.465067233706801,3.360647891435795,6204.759592552599,5.9625558132731,1
8.036294001715408,4.532525976533323,5.1068806248663385,1.7064923747959042,6456.457684204404,4.89824761990011,1
6.079001714786063,7.666005333850137,4.422467282430705,3.3829889847409285,7711.885710131195,3.443320224231359,1
3.7738206421873164,7.135975265974745,8.151219016831195,1.9986286770647488,6634.304874614961,6.3654077719999735,2
7.978875394432858,8.280161158819606,2.1903964800783537,5.424061044464089,9289.240979393626,7.985547729121721,0
5.962011523194931,6.267925003104313,2.3866674610470873,2.453958201183279,5861.818199477149,6.162406017470749,1
8.982135193978634,6.790358981308795,4.672572386837704,5.419019009366045,8942.482216362387,7.944230922342294,0
5.11339439196669,5.050792802009149,6.717696341840768,1.9171305172753754,4679.187248668041,4.970316201788282,2
7.460063165141489,5.409717062992554,2.185170940937189,3.619711445966136,6546.956416761556,4.572400009091567,1
7.844073375717855,9.133770096867064,3.5935567222808618,2.0596113653357198,10983.851164794642,8.194736194718775,0
7.982906164521251,7.252788320852177,0.5757597397270584,5.884045396361049,11105.26584563865,7.718672442881787,0
5.997059356453642,5.852820107226583,5.30522521417216,1.3409305042870767,6786.636024719288,3.853146478744699,2
7.08501903414347,8.108559705776523,2.9667700093555394,4.79188314272746,9807.193732841604,6.118150954502361,0
5.1168301741721836,2.9572907990927666,8.320098944436014,0.8529553408572685,5495.1706857064155,3.1859893307084444,2
4.375489544911423,5.3963770081256515,7.047237343392994,2.55205894106929,6631.565639236799,4.691618575121389,2
5.590744335510326,4.235863522494205,7.095473592244777,1.7025767907812093,2783.581389620833,4.257600857398129,2
8.090616328430212,6.561722021682633,3.9192289345752034,4.331855914461006,12809.946664326319,9.08004806571465,0
7.916440625170023,7.83117827680999,3.070052163113181,6.161878302608191,8608.970298714139,8.238368982734785,0
3.755457499915277,4.779441704912278,6.087990785594014,1.1884162186340688,2989.8918933140976,4.432216690759254,2
8.188491646486852,8.770865193886968,1.5214137542201585,6.143754043206929,10507.744611241622,7.584712086099199,0
6.0841982440435425,4.752363648266394,7.29759027576623,1.9926541172918888,4223.36382916667,4.217802339748726,2
5.267843637866333,3.5117580352489806,6.222621041708196,3.06022087234963,6240.673142848652,4.157974312251452,2
8.378590099658837,7.927171087343127,2.153206281931595,3.4851527753141354,9330.227571899468,8.856398794323471,0
7.1471354155141755,5.2986536497794745,3.8759634658658335,2.778463402416262,5734.556830845047,8.184652689530179,1
5.555941451645842,2.2140666551872337,6.349189805531216,3.3777240782465556,3849.3988168995493,3.3961617025068134,2
6.559153812677809,7.457326200265978,2.212216248091761,4.379152401748884,9747.784272122815,7.527909422302873,0
8.255339608335344,9.340450446023144,1.1248275303542554,5.115026079147417,9759.800806650039,8.671340076450466,0
6.725605013174665,8.440474737960399,2.980362201073319,5.5524899544171475,10335.871201096992,9.364140429973844,0
5.577334077435404,3.9751867834671475,2.3091612531981647,1.6445524968877108,6436.468563554265,8.343910965031881,1
7.625839038950486,8.346503881730715,2.953079421120816,5.477040827223122,10115.232836590383,6.71700777581143,0
5.976431377198068,3.141421031140792,5.351625617907709,2.5499414041012036,4867.183678125481,3.5461085838468716,2
8.207778001377186,7.095683374895591,3.638592458777374,3.33847993773104,9900.880302029025,6.788983800237544,0
6.520963802219229,5.635722809680902,4.878623993505967,-0.17042573587805565,7815.901258946463,5.413828703867568,1
